,title,vote_average
3670,Navy Seals vs. Zombies,3.5
3671,I Served the King of England,7.0
3672,Soul Kitchen,7.1
3673,Sling Blade,7.4
3674,The Awakening,6.3
3675,Hostel,5.7
3676,A Cock and Bull Story,6.2
3677,Take Shelter,7.1
3678,Lady in White,6.3
3679,Driving Lessons,6.3
3680,Let's Kill Ward's Wife,5.5
3681,The Texas Chainsaw Massacre 2,5.9
3682,Pat Garrett & Billy the Kid,7.2
3683,Only God Forgives,5.6
3684,Camping Sauvage,4.8
3685,Without Men,4.6
3686,Dear Frankie,7.0
3687,All Hat,1.0
3688,The Names of Love,7.3
3689,Treading Water,5.6
3690,Savage Grace,5.7
3691,Police Academy,6.5
3692,The Blue Lagoon,5.8
3693,Four Weddings and a Funeral,6.6
3694,Fast Times at Ridgemont High,7.0
3695,Moby Dick,6.9
3696,25th Hour,7.2
3697,Bound,6.9
3698,Requiem for a Dream,7.9
3699,State Fair,6.2
3700,Tango,6.8
3701,Salvador,7.0
3702,Moms' Night Out,5.5
3703,Donnie Darko,7.7
3704,Saving Private Perez,6.1
3705,Character,7.7
3706,Spun,6.6
3707,Life During Wartime,6.3
3708,Sympathy for Lady Vengeance,7.4
3709,Mozart's Sister,6.2
3710,Mean Machine,6.0
3711,Exiled,7.0
3712,Blackthorn,6.6
3713,Lilya 4-ever,7.7
3714,After.Life,5.4
3715,Fugly,5.3
3716,One Flew Over the Cuckoo's Nest,8.2
3717,R.L. Stine's Monsterville: The Cabinet of Souls,6.9
3718,Silent Movie,6.7
3719,Airlift,7.3
3720,Anne of Green Gables,8.2
3721,Falcon Rising,5.5
3722,The Sweeney,5.7
3723,Sexy Beast,7.0
3724,Easy Money,6.5
3725,Whale Rider,7.1
3726,Paa,6.6
3727,Cargo,5.9
3728,High School Musical,6.1
3729,Love and Death on Long Island,6.9
3730,Night Watch,6.3
3731,The Crying Game,6.9
3732,Porky's,6.1
3733,Survival of the Dead,4.6
3734,Night of the Living Dead,7.5
3735,Lost in Translation,7.3
3736,Annie Hall,7.8
3737,The Greatest Show on Earth,6.6
3738,Monster's Ball,6.5
3739,Maggie,5.2
3740,Leaving Las Vegas,7.1
3741,Hansel and Gretel Get Baked,4.8
3742,The Front Page,6.9
3743,The Boy Next Door,4.1
3744,Trapeze,6.4
3745,The Kids Are All Right,6.5
3746,They Live,7.1
3747,The Great Escape,7.8
3748,What the #$*! Do We (K)now!?,5.8
3749,The Last Exorcism Part II,4.4
3750,Boyhood,7.5
3751,Scoop,6.4
3752,The Wash,5.3
3753,3 Strikes,5.9
3754,The Cooler,6.7
3755,The Misfits,6.8
3756,The Night Listener,5.5
3757,The Jerky Boys,4.8
3758,The Orphanage,7.1
3759,A Haunted House 2,5.4
3760,The Rules of Attraction,6.3
3761,Topaz,6.1
3762,Let's Go to Prison,5.5
3763,Four Rooms,6.5
3764,Secretary,6.7
3765,The Real Cancun,3.3
3766,Talk Radio,6.7
3767,Waiting for Guffman,7.3
3768,Love Stinks,5.4
3769,You Kill Me,6.2
3770,Thumbsucker,6.1
3771,Red State,5.9
3772,Mirrormask,6.6
3773,Samsara,8.0
3774,The Barbarians,5.1
3775,The Art of Getting By,6.5
3776,Zipper,5.5
3777,Poolhall Junkies,6.5
3778,The Loss of Sexual Innocence,5.2
3779,Holy Motors,6.9
3780,Joe,6.5
3781,Shooting Fish,7.0
3782,Prison,6.7
3783,Psycho Beach Party,6.0
3784,The Big Tease,5.8
3785,"Guten Tag, Ramón",8.1
3786,Trust,6.6
3787,An Everlasting Piece,6.0
3788,Among Giants,4.5
3789,Adore,6.1
3790,The Velocity of Gary,4.2
3791,Mondays in the Sun,7.1
3792,Stake Land,6.2
3793,The Last Time I Committed Suicide,6.7
3794,Futuro Beach,6.4
3795,Another Happy Day,6.2
3796,A Lonely Place to Die,6.2
3797,Nothing,5.8
3798,The Geographer Drank His Globe Away,7.3
3799,1776,7.1
3800,Inescapable,5.2
3801,Hell's Angels,6.1
3802,Purple Violets,5.7
3803,The Veil,4.5
3804,The Loved Ones,6.6
3805,The Helpers,4.1
3806,How to Fall in Love,5.2
3807,The Perfect Wave,4.4
3808,A Man for All Seasons,7.5
3809,Network,7.7
3810,Gone with the Wind,7.7
3811,Desert Dancer,6.5
3812,Major Dundee,6.2
3813,Annie Get Your Gun,7.3
3814,Four Lions,7.0
3815,The House of Sand,6.7
3816,Defendor,6.5
3817,The Pirate,6.6
3818,The Good Heart,6.0
3819,The History Boys,6.6
3820,Midnight Cowboy,7.4
3821,The Full Monty,6.8
3822,Airplane!,7.1
3823,Chain of Command,5.3
3824,Friday,7.0
3825,Menace II Society,7.2
3826,Creepshow 2,5.9
3827,The Ballad of Cable Hogue,6.9
3828,In Cold Blood,7.4
3829,The Nun's Story,7.4
3830,Harper,6.2
3831,Frenzy,7.1
3832,The Witch,6.3
3833,I Got the Hook Up,5.4
3834,She's the One,5.7
3835,Gods and Monsters,6.8
3836,The Secret in Their Eyes,7.8
3837,Train,4.8
3838,Evil Dead II,7.6
3839,Pootie Tang,5.4
3840,Sharknado,3.8
3841,The Other Conquest,5.4
3842,Troll Hunter,6.7
3843,Ira & Abby,5.8
3844,Winter Passing,6.7
3845,D.E.B.S.,5.6
3846,The Masked Saint,2.9
3847,The Betrayed,5.2
3848,Taxman,2.0
3849,The Secret,0.0
3850,2:13,4.6
3851,"Batman: The Dark Knight Returns, Part 2",7.9
3852,Time to Choose,0.0
3853,In the Name of the King III,3.3
3854,Wicked Blood,5.3
3855,Stranded,5.0
3856,Lords of London,3.6
3857,High Anxiety,6.5
3858,March of the Penguins,6.9
3859,Margin Call,6.7
3860,August,6.2
3861,Choke,6.0
3862,Whiplash,8.3
3863,City of God,8.1
3864,Human Traffic,6.8
3865,To Write Love on Her Arms,6.8
3866,The Dead Girl,6.4
3867,The Hunt,7.9
3868,A Christmas Story,7.4
3869,Bella,6.7
3870,Class of 1984,6.2
3871,The Opposite Sex,4.1
3872,Dreaming of Joseph Lees,8.0
3873,The Class,6.8
3874,Rosemary's Baby,7.5
3875,The Man Who Shot Liberty Valance,7.4
3876,Adam,6.9
3877,Maria Full of Grace,6.9
3878,Beginners,6.8
3879,Feast,6.1
3880,Animal House,7.0
3881,Goldfinger,7.2
3882,Antiviral,5.7
3883,It's a Wonderful Life,8.0
3884,Trainspotting,7.8
3885,The Original Kings of Comedy,6.3
3886,Paranormal Activity 2,5.7
3887,Waking Ned,7.4
3888,Bowling for Columbine,7.3
3889,Coming Home,6.9
3890,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7
3891,A Room with a View,6.9
3892,The Purge,6.0
3893,Sinister,6.7
3894,Martin Lawrence Live: Runteldat,5.0
3895,Cat on a Hot Tin Roof,7.6
3896,Beneath the Planet of the Apes,6.2
3897,Air Bud,5.3
3898,Pokémon: Spell of the Unknown,5.9
3899,Friday the 13th Part VI: Jason Lives,5.7
3900,The Bridge on the River Kwai,7.7
3901,Spaced Invaders,4.7
3902,Family Plot,6.7
3903,The Apartment,8.1
3904,Jason Goes to Hell: The Final Friday,4.2
3905,Torn Curtain,6.4
3906,Dave Chappelle's Block Party,6.4
3907,Slow West,6.6
3908,Krush Groove,7.0
3909,Next Day Air,5.3
3910,Elmer Gantry,7.3
3911,Judgment at Nuremberg,7.6
3912,Trippin',4.5
3913,Red River,7.3
3914,Phat Girlz,3.7
3915,Before Midnight,7.4
3916,Teen Wolf Too,3.8
3917,Phantasm II,6.3
3918,Woman Thou Art Loosed,5.0
3919,Real Women Have Curves,5.8
3920,Water,6.8
3921,East Is East,6.5
3922,Whipped,3.1
3923,Kama Sutra - A Tale of Love,5.7
3924,Please Give,6.0
3925,Willy Wonka & the Chocolate Factory,7.4
3926,Warlock: The Armageddon,5.2
3927,8 Heads in a Duffel Bag,5.4
3928,Days of Heaven,7.6
3929,Thirteen Conversations About One Thing,6.4
3930,Jawbreaker,5.9
3931,Basquiat,6.6
3932,Frances Ha,7.2
3933,Tsotsi,6.9
3934,Happiness,7.4
3935,DysFunktional Family,6.1
3936,Tusk,5.1
3937,Oldboy,8.0
3938,Letters to God,6.5
3939,Hobo with a Shotgun,5.7
3940,Compadres,5.2
3941,Freeway,6.5
3942,Love's Abiding Joy,5.8
3943,Fish Tank,6.9
3944,Damsels in Distress,5.6
3945,Creature,4.0
3946,Bachelorette,5.3
3947,Brave New Girl,3.7
3948,Tim and Eric's Billion Dollar Movie,5.2
3949,Summer Storm,6.7
3950,Fort McCoy,6.3
3951,Chain Letter,3.9
3952,Just Looking,5.8
3953,The Divide,5.7
3954,The Eclipse,6.1
3955,Demonic,4.9
3956,My Big Fat Independent Movie,3.0
3957,The Deported,0.0
3958,Tanner Hall,5.4
3959,Open Road,5.2
3960,They Came Together,5.3
3961,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.9
3962,Never Back Down 2: The Beatdown,5.8
3963,Point Blank,7.1
3964,Four Single Fathers,0.0
3965,Enter the Dangerous Mind,4.8
3966,Something Wicked,4.6
3967,AWOL-72,2.8
3968,Iguana,6.0
3969,Chicago Overcoat,6.1
3970,Barry Munday,6.3
3971,Central Station,7.6
3972,Pocketful of Miracles,7.3
3973,Close Range,4.9
3974,Boynton Beach Club,6.8
3975,Amnesiac,4.1
3976,Freakonomics,6.6
3977,High Tension,6.6
3978,Griff the Invisible,6.1
3979,Unnatural,4.3
3980,Hustle & Flow,6.9
3981,Some Like It Hot,8.0
3982,Friday the 13th Part VII: The New Blood,5.3
3983,The Wizard of Oz,7.4
3984,Young Frankenstein,7.7
3985,Diary of the Dead,5.4
3986,Lage Raho Munna Bhai,7.6
3987,Ulee's Gold,6.5
3988,The Black Stallion,7.0
3989,Sardaarji,9.5
3990,Journey to Saturn,4.9
3991,Donovan's Reef,6.0
3992,The Dress,7.0
3993,A Guy Named Joe,6.0
3994,Blazing Saddles,7.2
3995,Friday the 13th: The Final Chapter,5.9
3996,Ida,7.1
3997,Maurice,7.1
3998,Beer League,5.3
3999,Riding Giants,7.6
4000,Timecrimes,7.0
4001,Silver Medalist,7.4
4002,Timber Falls,5.2
4003,Singin' in the Rain,7.8
4004,"Fat, Sick & Nearly Dead",7.1
4005,A Haunted House,5.4
4006,2016: Obama's America,4.6
4007,That Thing You Do!,6.8
4008,Halloween III: Season of the Witch,5.0
4009,Escape from the Planet of the Apes,6.3
4010,Hud,7.5
4011,Kevin Hart: Let Me Explain,7.1
4012,My Own Private Idaho,7.1
4013,Garden State,7.1
4014,Before Sunrise,7.7
4015,Evil Words,6.9
4016,Jesus' Son,6.7
4017,Saving Face,6.8
4018,Brick Lane,5.2
4019,Robot & Frank,6.8
4020,My Life Without Me,7.2
4021,The Spectacular Now,6.8
4022,Religulous,7.2
4023,Fuel,7.0
4024,Valley of the Heart's Delight,7.0
4025,Eye of the Dolphin,7.1
4026,8: The Mormon Proposition,5.5
4027,The Other End of the Line,6.1
4028,Anatomy,6.1
4029,Sleep Dealer,6.0
4030,Super,6.6
4031,Christmas Mail,5.0
4032,Stung,4.9
4033,Antibirth,4.8
4034,Get on the Bus,7.0
4035,Thr3e,4.8
4036,Idiocracy,6.3
4037,The Rise of the Krays,4.5
4038,This Is England,7.4
4039,U.F.O.,3.1
4040,Bathing Beauty,7.0
4041,Go for It!,4.6
4042,"Dancer, Texas Pop. 81",10.0
4043,Show Boat,6.9
4044,Redemption Road,4.7
4045,The Calling,5.6
4046,The Brave Little Toaster,6.7
4047,Fantasia,7.2
4048,8 Days,0.0
4049,Friday the 13th Part III,5.7
4050,Friday the 13th: A New Beginning,5.1
4051,The Last Sin Eater,6.2
4052,Do You Believe?,6.6
4053,Impact Point,5.7
4054,The Valley of Decision,5.8
4055,Eden,5.6
4056,Chicken Tikka Masala,3.5
4057,There's Always Woodstock,5.4
4058,Jack Brooks: Monster Slayer,5.7
4059,The Best Years of Our Lives,7.6
4060,Bully,6.7
4061,Elling,7.0
4062,Mi America,0.0
4063,[REC],7.1
4064,Lies in Plain Sight,4.5
4065,Sharkskin,0.0
4066,Containment,5.1
4067,The Timber,4.1
4068,From Russia with Love,6.9
4069,The Toxic Avenger Part II,5.3
4070,Sleeper,7.0
4071,It Follows,6.6
4072,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6
4073,To Kill a Mockingbird,8.0
4074,Mad Max 2: The Road Warrior,7.3
4075,The Legend of Drunken Master,7.2
4076,Boys Don't Cry,7.2
4077,Silent House,5.2
4078,The Lives of Others,7.9
4079,Courageous,6.8
4080,The Hustler,7.6
4081,Boom Town,6.5
4082,The Triplets of Belleville,7.3
4083,Smoke Signals,6.6
4084,American Splendor,7.1
4085,Before Sunset,7.6
4086,Amores perros,7.6
4087,Thirteen,6.7
4088,Gentleman's Agreement,6.8
4089,Winter's Bone,6.8
4090,Touching the Void,7.6
4091,Alexander's Ragtime Band,4.8
4092,Me and You and Everyone We Know,7.0
4093,Inside Job,7.7
4094,We Are Your Friends,6.3
4095,Ghost Dog: The Way of the Samurai,7.2
4096,Harsh Times,6.3
4097,Captive,5.6
4098,Full Frontal,4.8
4099,Witchboard,5.9
4100,Shortbus,6.3
4101,Waltz with Bashir,7.8
4102,"The Book of Mormon Movie, Volume 1: The Journey",5.0
4103,No End in Sight,7.2
4104,The Diary of a Teenage Girl,6.8
4105,In the Shadow of the Moon,7.6
4106,Meek's Cutoff,6.5
4107,Inside Deep Throat,6.8
4108,Dinner Rush,7.1
4109,Clockwatchers,5.6
4110,The Virginity Hit,4.6
4111,Subway,6.3
4112,House of D,6.1
4113,Teeth,5.2
4114,Six-String Samurai,5.8
4115,Hum To Mohabbat Karega,0.0
4116,It's All Gone Pete Tong,7.1
4117,Saint John of Las Vegas,5.9
4118,24 7: Twenty Four Seven,6.3
4119,Stonewall,5.2
4120,Roadside Romeo,6.7
4121,This Thing of Ours,5.0
4122,The Lost Medallion: The Adventures of Billy Stone,5.6
4123,The Last Five Years,5.5
4124,The Missing Person,6.4
4125,Return of the Living Dead 3,5.9
4126,London,6.1
4127,Sherrybaby,6.3
4128,Circle,6.0
4129,Eden Lake,6.7
4130,Plush,5.4
4131,Lesbian Vampire Killers,5.3
4132,Gangster's Paradise: Jerusalema,6.8
4133,Freeze Frame,6.9
4134,Grave Encounters,6.1
4135,Stitches,5.5
4136,Nine Dead,5.2
4137,Bananas,6.7
4138,Supercapitalist,3.5
4139,Rockaway,5.8
4140,The Lady from Shanghai,7.2
4141,No Man's Land: The Rise of Reeker,4.4
4142,Highway,5.6
4143,Small Apartments,5.7
4144,Coffee Town,6.7
4145,The Ghastly Love of Johnny X,6.6
4146,All Is Bright,5.3
4147,The Torture Chamber of Dr. Sadism,6.3
4148,Straight A's,5.2
4149,A Funny Thing Happened on the Way to the Forum,6.1
4150,Slacker Uprising,5.9
4151,The Legend of Hell's Gate: An American Conspiracy,3.9
4152,The Walking Deceased,4.2
4153,The Curse of Downers Grove,4.4
4154,Shark Lake,4.4
4155,River's Edge,6.7
4156,Northfork,6.7
4157,The Marine 4: Moving Target,5.8
4158,Buried,6.6
4159,Submarine,7.4
4160,The Square,7.8
4161,One to Another,5.8
4162,ABCD (Any Body Can Dance),5.6
4163,Man on Wire,7.5
4164,Abandoned,5.8
4165,Brotherly Love,6.9
4166,The Last Exorcism,5.6
4167,Nowhere Boy,7.2
4168,A Streetcar Named Desire,7.6
4169,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0
4170,The Crime of Padre Amaro,6.2
4171,Beasts of the Southern Wild,6.8
4172,Battle for the Planet of the Apes,5.5
4173,Songcatcher,5.6
4174,Higher Ground,5.3
4175,Vaalu,6.7
4176,The Greatest Movie Ever Sold,6.4
4177,Ed and His Dead Mother,5.5
4178,Travellers and Magicians,6.8
4179,Hang 'em High,6.7
4180,Deadline - U.S.A.,6.9
4181,Sublime,5.3
4182,A Beginner's Guide to Snuff,0.0
4183,Independence Daysaster,4.2
4184,Dysfunctional Friends,5.0
4185,Run Lola Run,7.2
4186,May,6.3
4187,Against the Wild,4.9
4188,Under the Same Moon,7.0
4189,Conquest of the Planet of the Apes,6.1
4190,In the Bedroom,6.4
4191,I Spit on Your Grave,6.3
4192,"Happy, Texas",5.5
4193,My Summer of Love,6.0
4194,The Lunchbox,7.3
4195,Yes,5.9
4196,You Can't Take It With You,7.2
4197,From Here to Eternity,7.2
4198,She Wore a Yellow Ribbon,7.1
4199,Grace Unplugged,6.0
4200,Foolish,6.3
4201,N-Secure,4.3
4202,Caramel,6.8
4203,Out of the Dark,4.6
4204,The Bubble,7.6
4205,The Conversation,7.5
4206,Dil Jo Bhi Kahey...,0.0
4207,Mississippi Mermaid,6.7
4208,I Love Your Work,6.5
4209,Cabin Fever,4.4
4210,Waitress,6.7
4211,Bloodsport,6.6
4212,Mr. Smith Goes to Washington,7.9
4213,Kids,6.8
4214,The Squid and the Whale,6.9
4215,Kissing Jessica Stein,5.9
4216,Kickboxer: Vengeance,4.5
4217,Spellbound,7.3
4218,Exotica,6.5
4219,Buffalo '66,7.1
4220,Insidious,6.8
4221,Repo Man,6.7
4222,Nine Queens,7.4
4223,The Gatekeepers,6.5
4224,The Ballad of Jack and Rose,6.5
4225,The To Do List,5.5
4226,Killing Zoe,6.1
4227,The Believer,6.8
4228,Snow Angels,6.5
4229,Unsullied,3.0
4230,Session 9,6.2
4231,I Want Someone to Eat Cheese With,5.7
4232,Mooz-lum,4.5
4233,Hatchet,5.7
4234,Modern Times,8.1
4235,Stolen Summer,6.4
4236,My Name Is Bruce,5.9
4237,The Salon,3.5
4238,Road Hard,6.6
4239,Forty Shades of Blue,6.0
4240,Amigo,6.0
4241,Pontypool,6.6
4242,Trucker,6.8
4243,Me You and Five Bucks,10.0
4244,The Lords of Salem,5.1
4245,Housebound,6.5
4246,Wal-Mart: The High Cost of Low Price,6.9
4247,Fetching Cody,6.8
4248,Last I Heard,6.0
4249,Closer to the Moon,6.4
4250,Mutant World,2.6
4251,Growing Up Smith,7.4
4252,Checkmate,4.2
4253,#Horror,3.3
4254,Wind Walkers,7.5
4255,Snow White and the Seven Dwarfs,6.9
4256,The Holy Girl,6.8
4257,Shalako,5.4
4258,Incident at Loch Ness,5.9
4259,The Dog Lover,5.3
4260,GirlHouse,5.2
4261,The Blue Room,6.2
4262,House at the End of the Drive,0.0
4263,"Lock, Stock and Two Smoking Barrels",7.5
4264,The Ballad of Gregorio Cortez,0.0
4265,The Celebration,7.7
4266,Trees Lounge,6.7
4267,Journey from the Fall,5.0
4268,The Basket,6.5
4269,Eddie: The Sleepwalking Cannibal,6.1
4270,Queen of the Mountains,0.0
4271,Def-Con 4,2.8
4272,The Hebrew Hammer,5.9
4273,Neal 'n' Nikki,2.3
4274,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.2
4275,Forget Me Not,5.0
4276,Rebecca,7.7
4277,Friday the 13th Part 2,6.0
4278,The Lost Weekend,7.4
4279,C.H.U.D.,5.3
4280,Filly Brown,5.9
4281,The Lion of Judah,5.8
4282,Niagara,6.7
4283,How Green Was My Valley,6.8
4284,Da Sweet Blood of Jesus,4.1
4285,"Sex, Lies, and Videotape",6.7
4286,Saw,7.2
4287,Super Troopers,6.6
4288,The Algerian,0.0
4289,The Amazing Catfish,5.7
4290,Monsoon Wedding,6.8
4291,You Can Count on Me,6.8
4292,The Trouble with Harry,6.9
4293,But I'm a Cheerleader,6.5
4294,Home Run,6.3
4295,Reservoir Dogs,8.0
4296,The Blue Bird,6.4
4297,"The Good, the Bad and the Ugly",8.1
4298,The Second Mother,7.8
4299,Blue Like Jazz,5.8
4300,Down & Out With The Dolls,0.0
4301,"Pink Ribbons, Inc.",6.8
4302,Certifiably Jonathan,0.0
4303,Desire,4.1
4304,The Blade of Don Juan,0.0
4305,Grand Theft Parsons,6.0
4306,Extreme Movie,3.9
4307,The Charge of the Light Brigade,6.8
4308,Below Zero,4.4
4309,Crowsnest,4.8
4310,Airborne,6.1
4311,Cotton Comes to Harlem,6.7
4312,The Wicked Within,4.2
4313,Bleeding Hearts,2.0
4314,Waiting...,6.2
4315,Dead Man's Shoes,7.2
4316,From a Whisper to a Scream,6.8
4317,Sex With Strangers,5.0
4318,Dracula: Pages from a Virgin's Diary,6.9
4319,Faith Like Potatoes,6.0
4320,Beyond the Black Rainbow,5.7
4321,The Raid,7.3
4322,The Dead Undead,3.1
4323,The Vatican Exorcisms,4.4
4324,Casablanca,7.9
4325,Lake Mungo,6.1
4326,Rocket Singh: Salesman of the Year,7.0
4327,Silent Running,6.3
4328,Rocky,7.5
4329,The Sleepwalker,4.1
4330,Tom Jones,6.1
4331,Unfriended,5.5
4332,Taxi Driver,8.0
4333,The Howling,6.4
4334,Dr. No,6.9
4335,Chernobyl Diaries,4.9
4336,Hellraiser,6.9
4337,God's Not Dead 2,5.7
4338,Cry_Wolf,5.6
4339,Godzilla 2000,5.9
4340,Blue Valentine,6.9
4341,Transamerica,6.9
4342,The Devil Inside,4.6
4343,Beyond the Valley of the Dolls,6.6
4344,Love Me Tender,5.5
4345,An Inconvenient Truth,6.7
4346,Sands of Iwo Jima,6.2
4347,Shine a Light,7.2
4348,The Green Inferno,5.0
4349,Departure,7.5
4350,The Sessions,6.6
4351,"Food, Inc.",7.4
4352,October Baby,6.8
4353,Next Stop Wonderland,6.0
4354,The Skeleton Twins,6.7
4355,Martha Marcy May Marlene,6.7
4356,Obvious Child,6.7
4357,Frozen River,6.7
4358,20 Feet from Stardom,7.4
4359,Two Girls and a Guy,5.4
4360,Walking and Talking,6.6
4361,Who Killed the Electric Car?,7.2
4362,The Broken Hearts Club: A Romantic Comedy,6.3
4363,Bubba Ho-tep,6.7
4364,Slam,6.7
4365,Brigham City,7.3
4366,Fiza,6.1
4367,Orgazmo,6.2
4368,All the Real Girls,5.9
4369,Dream with the Fishes,7.7
4370,Blue Car,6.7
4371,Palo Alto,6.4
4372,Ajami,6.8
4373,Wristcutters: A Love Story,6.7
4374,I Origins,7.5
4375,The Battle of Shaker Heights,5.6
4376,The Act of Killing,7.5
4377,Taxi to the Dark Side,6.6
4378,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,4.7
4379,Guiana 1838,2.8
4380,Lisa Picard Is Famous,4.0
4381,Antarctica: A Year on Ice,7.2
4382,A LEGO Brickumentary,6.4
4383,Hardflip,4.7
4384,Chocolate: Deep Dark Secrets,3.4
4385,The House of the Devil,6.0
4386,The Perfect Host,6.2
4387,Safe Men,6.3
4388,Speedway Junky,5.2
4389,The Last Big Thing,6.0
4390,The Specials,5.5
4391,16 to Life,4.4
4392,Alone With Her,6.2
4393,Creative Control,5.4
4394,Special,6.6
4395,Sparkler,0.0
4396,The Helix... Loaded,4.8
4397,In Her Line of Fire,3.3
4398,The Jimmy Show,8.0
4399,Heli,6.2
4400,Karachi se Lahore,8.0
4401,Loving Annabelle,6.4
4402,Hits,4.9
4403,Jimmy and Judy,5.4
4404,Frat Party,3.5
4405,The Party's Over,6.1
4406,Proud,5.5
4407,The Poker House,6.1
4408,Childless,4.5
4409,ZMD: Zombies of Mass Destruction,4.7
4410,Snow White: A Deadly Summer,4.8
4411,Hidden Away,7.6
4412,My Last Day Without You,5.7
4413,Steppin: The Movie,5.0
4414,Doc Holliday's Revenge,3.2
4415,Black Rock,4.9
4416,Truth or Dare,5.7
4417,The Pet,5.3
4418,Bang Bang Baby,6.6
4419,Fear Clinic,4.0
4420,Zombie Hunter,3.5
4421,A Fine Step,4.1
4422,Charly,6.6
4423,Banshee Chapter,5.7
4424,Ask Me Anything,5.5
4425,And Then Came Love,5.0
4426,On the Waterfront,8.0
4427,L!fe Happens,5.3
4428,"4 Months, 3 Weeks and 2 Days",7.3
4429,The Horror Network Vol. 1,5.0
4430,Hard Candy,6.8
4431,The Quiet,6.1
4432,Circumstance,7.4
4433,Fruitvale Station,7.3
4434,The Brass Teapot,5.8
4435,Bambi,6.8
4436,The Hammer,6.5
4437,Latter Days,6.7
4438,Elza,0.0
4439,1982,5.0
4440,"For a Good Time, Call...",5.8
4441,Celeste & Jesse Forever,6.4
4442,Time Changer,5.2
4443,London to Brighton,6.5
4444,American Hero,5.0
4445,Windsor Drive,2.0
4446,A Separation,7.7
4447,Crying with Laughter,7.0
4448,Welcome to the Dollhouse,6.9
4449,Ruby in Paradise,5.6
4450,Raising Victor Vargas,7.8
4451,Pandora's Box,7.6
4452,Harrison Montgomery,0.0
4453,Live-In Maid,7.8
4454,Deterrence,6.1
4455,The Mudge Boy,7.3
4456,The Young Unknowns,0.0
4457,Not Cool,3.7
4458,Dead Snow,6.1
4459,Saints and Soldiers,6.6
4460,Vessel,5.9
4461,American Graffiti,6.9
4462,Iraq for Sale: The War Profiteers,8.0
4463,Aqua Teen Hunger Force Colon Movie Film for Theaters,6.5
4464,Safety Not Guaranteed,6.8
4465,Kevin Hart: Laugh at My Pain,7.7
4466,Kill List,6.0
4467,The Innkeepers,5.4
4468,The Conformist,7.6
4469,Interview with the Assassin,5.6
4470,Donkey Punch,4.5
4471,All the Boys Love Mandy Lane,5.7
4472,Bled,3.8
4473,High Noon,7.6
4474,Hoop Dreams,7.7
4475,Rize,5.9
4476,L.I.E.,6.7
4477,The Sisterhood of Night,6.5
4478,B-Girl,5.5
4479,Half Nelson,6.5
4480,Naturally Native,0.0
4481,Hav Plenty,0.0
4482,Adulterers,5.2
4483,Escape from Tomorrow,4.8
4484,Starsuckers,6.2
4485,The Hadza:  Last of the First,0.0
4486,After,5.6
4487,Treachery,4.8
4488,Walter,5.3
4489,Top Hat,7.4
4490,The Blair Witch Project,6.3
4491,Woodstock,7.1
4492,The Kentucky Fried Movie,6.4
4493,Mercy Streets,5.5
4494,Carousel of Revenge,0.0
4495,Broken Vessels,6.0
4496,Water & Power,3.0
4497,They Will Have to Kill Us First,5.0
4498,Light from the Darkroom,0.0
4499,The Country Doctor,6.0
4500,The Maid's Room,4.8
4501,A Hard Day's Night,7.3
4502,The Harvest (La Cosecha),0.0
4503,Love Letters,4.6
4504,Juliet and Alfa Romeo,6.0
4505,Fireproof,7.0
4506,Faith Connections,4.2
4507,Benji,6.1
4508,Open Water,5.4
4509,High Road,5.8
4510,Kingdom of the Spiders,5.7
4511,Mad Hot Ballroom,7.2
4512,The Station Agent,7.4
4513,To Save A Life,6.2
4514,Wordplay,7.3
4515,Beyond the Mat,7.8
4516,The Singles Ward,7.5
4517,Osama,6.3
4518,Sholem Aleichem: Laughing In The Darkness,7.0
4519,Groove,5.6
4520,The R.M.,4.8
4521,Twin Falls Idaho,7.0
4522,Mean Creek,6.9
4523,Hurricane Streets,4.8
4524,Never Again,4.0
4525,Civil Brand,5.3
4526,Lonesome Jim,6.4
4527,Drinking Buddies,6.0
4528,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,7.1
4529,Seven Samurai,8.2
4530,The Other Dream Team,6.9
4531,Johnny Suede,4.7
4532,Finishing The Game,4.9
4533,Rubber,5.7
4534,Kiss the Bride,4.2
4535,The Slaughter Rule,6.2
4536,Monsters,6.2
4537,The Californians,4.0
4538,The Living Wake,5.0
4539,Detention of the Dead,4.5
4540,Crazy Stone,6.9
4541,Scott Walker: 30 Century Man,7.0
4542,Everything Put Together,5.0
4543,Good Kill,5.9
4544,The Outrageous Sophie Tucker,0.0
4545,Now Is Good,7.3
4546,Girls Gone Dead,3.5
4547,America Is Still the Place,0.0
4548,Subconscious,3.4
4549,Enter Nowhere,6.5
4550,El Rey de Najayo,0.0
4551,Fight to the Finish,5.2
4552,Alleluia! The Devil's Carnival,6.0
4553,The Sound and the Shadow,0.0
4554,Rodeo Girl,5.5
4555,Born to Fly: Elizabeth Streb vs. Gravity,5.0
4556,The Little Ponderosa Zoo,2.0
4557,The Toxic Avenger,6.3
4558,Straight Out of Brooklyn,4.3
